PLAYER_NAME,AVG_APPROACH_BIRDIE_OR_BETTER,AVG_APPROACH_BOGEY_OR_WORSE,AVG_APPROACH_PAR,AVG_APPROACH_SHOT_DISTANCE,FAIRWAY_APPROACH_RTP,GIR_PCT_FAIRWAY_BUNKER,GIR_PCT_FAIRWAY,GIR_PCT_OTHER,GIR_PCT_OVERALL,GIR_PCT_100-125,GIR_PCT_OVER_100,GIR_PCT_125-150,GIR_PCT_150-175,GIR_PCT_175-200,GIR_PCT_OVER_200,GIR_PCT_75-100,GIR_PCT_UNDER_100,GIR_PCT_UNDER_125,GIR_PCT_UNDER_75,GREEN_PCT_SAND_SAVES,GREEN_PCT_SCRAMBLE,GREEN_PCT_SCRAMBLE_FRINGE,GREEN_PCT_SCRAMBLE_ROUGH,GREEN_PCT_SCRAMBLE_SAND,FINISHES_FEDEXCUP_BONUS,FINISHES_OFFICIAL_MONEY,FINISHES_TOP10,FINISHES_OFFICIAL_UNOFFICIAL_MONEY,TEE_AVG_APEX,TEE_AVG_BALL_SPEED,TEE_BALL_STRIKING,TEE_AVG_CARRY,TEE_LONGEST_CARRY_DISTANCE,TEE_AVG_CARRY_EFF,TEE_AVG_CLUB_HEAD_SPEED,TEE_AVG_DISTANCE_FROM_CENTER_FR,TEE_DRIVING_ACCURACY_PCT,TEE_AVG_DRIVING_DISTANCE,TEE_AVG_FAIRWAY_BUNKER_TENDENCY_PCT,TEE_AVG_FIR_PCT,TEE_AVG_LAUNCH_ANGLE,TEE_AVG_LEFT_ROUGH_TENDENCY_PCT,TEE_LONGEST_DRIVES,TEE_AVG_RIGHT_ROUGH_TENDENCY_PCT,TEE_AVG_SMASH_FACTOR,TEE_AVG_SPIN_RATE,PUTTING_AVG_ONE_PUTTS,PUTTING_AVG_TWO_PUTTS,PUTTING_AVG_THREE_PUTTS,PUTTING_APPROACH_PERFORMANCE,PUTTING_AVG_DIST_BIRDIE,PUTTING_AVG_DIST_EAGLE,PUTTING_AVG_DIST_MADE,PUTTING_PCT_BIRDIE_OR_BETTER,PUTTING_AVG_OVERALL,PUTTING_AVG_PUTTS,SCORING_AVG_BIRDIES,SCORING_PCT_BIRDIE_OR_BETTER,SCORING_BIRDIE_BOGEY_RATIO,SCORING_BOGEY_AVERAGE,SCORING_EAGLES_PER_HOLE,SCORING_PAR3_AVERAGE,SCORING_PAR4_AVERAGE,SCORING_PAR5_AVERAGE,SCORING_ROUNDS_IN_60S,SCORING_AVG_OVERALL,SCORING_TOTAL_BIRDIES,SCORING_TOTAL_EAGLES,STREAKS_CUTS_MADE,STREAKS_FIRS_MADE,STREAKS_GIRS_MADE,STREAKS_HOLES_UNDER_PAR
Zac Blair,152.9,158.9,158.5,157.5,-0.034,39.5,74.74,51.59,63.47,75.63,57.78,71.14,56.28,47.27,40.65,84.21,85.62,81.25,87.01,50.79,60.6,96.88,60.71,50.96,101000.0,745273,1.0,"$745,273","95' 9""",160.06,348.0,262.7,296.3,2.432,108.0,"23' 7""",62.62,280.9,6.2,62.16,11.35,11.65,359.0,17.84,1.482,2499.7,7.58,9.58,0.06,"2' 4""","10' 10""",,"74' 10""",30.41,1.589,28.61,3.64,20.29,1.19,2.68,1.0,3.08,4.07,4.65,25.0,71.705,240.0,1.0,,0.0,0.0,3.0
Cameron Percy,161.3,164.0,161.6,161.9,-0.104,58.1,79.36,58.75,69.63,82.5,64.64,67.89,68.07,57.89,44.0,79.07,86.61,84.9,91.3,49.06,60.98,90.32,59.74,47.73,70000.0,470679,1.0,"$470,679","96' 5""",165.91,178.0,270.6,299.4,2.46,109.99,"23' 1""",59.21,295.0,6.7,57.83,11.96,20.0,359.0,11.96,1.509,2165.1,6.76,10.49,0.02,"2' 2""","9' 11""","26' 0""","72' 9""",28.24,1.638,29.49,3.56,20.49,1.44,2.27,6.0,3.14,3.98,4.62,17.0,71.07300000000002,160.0,6.0,,3.0,7.0,3.0
Sebastian Cappelen,161.7,161.1,153.6,156.4,-0.065,43.2,77.04,54.97,64.36,76.34,59.24,64.15,55.26,57.95,37.14,81.13,82.64,80.17,83.52,47.73,61.18,95.45,66.43,50.77,,371482,1.0,"$371,482","101' 1""",174.58,303.0,286.7,328.1,2.468,116.15,"22' 0""",51.15,303.7,7.8,51.69,9.39,14.35,368.0,22.78,1.5019999999999998,2422.8,7.21,9.94,,"2' 5""","10' 4""","10' 5""","70' 2""",29.9,1.609,28.96,3.51,20.02,1.22,2.43,5.0,3.09,4.04,4.73,12.0,72.10600000000002,186.0,5.0,,0.0,0.0,5.0
Brian Gay,162.3,159.8,156.1,158.0,-0.065,49.1,76.6,54.4,64.81,77.95,58.23,66.67,60.59,46.71,38.14,86.25,87.5,83.5,88.54,38.53,56.89,89.66,58.22,40.96,101000.0,702647,2.0,"$702,647","99' 1""",162.43,346.0,269.5,310.9,2.468,109.21,"22' 3""",58.68,288.5,7.9,58.05,11.77,13.51,373.0,15.8,1.487,2311.8,7.37,10.02,,"2' 0""","10' 0""","26' 1""","72' 8""",32.38,1.586,28.54,3.89,22.05,1.3,2.59,5.0,3.08,4.01,4.72,24.0,71.407,245.0,5.0,,0.0,1.0,5.0
"Ted Potter, Jr.",162.7,166.2,156.2,159.2,-0.056,58.3,76.41,58.68,68.94,77.46,65.51,70.19,63.97,65.71,50.0,75.0,84.4,81.67,91.8,39.44,57.72,95.83,55.56,41.51,,361540,2.0,"$361,540","93' 1""",166.97,209.0,275.1,302.2,2.45,112.29,"23' 0""",60.65,290.2,7.7,58.3,9.58,18.3,358.0,11.7,1.487,2494.8,6.86,10.36,,"2' 5""","10' 11""",,"76' 4""",27.71,1.646,29.64,3.45,19.57,1.22,2.48,3.0,3.11,4.02,4.74,14.0,71.877,152.0,3.0,,8.0,0.0,3.0
Vaughn Taylor,163.0,167.7,160.3,162.1,-0.076,41.9,71.35,51.65,63.75,83.53,59.33,69.01,65.52,49.04,30.69,74.55,78.05,80.29,80.88,47.01,58.54,89.66,62.81,47.73,110000.0,1148779,2.0,"$1,148,779","106' 0""",160.63,290.0,265.5,296.9,2.476,107.2,"22' 3""",67.84,281.6,7.0,65.96,13.13,12.21,341.0,11.56,1.5,2472.7,7.61,9.79,,"2' 1""","10' 6""","18' 0""","73' 5""",32.33,1.5619999999999998,28.11,3.89,21.86,1.36,2.48,3.0,3.01,4.02,4.72,26.0,70.827,237.0,3.0,,4.0,1.0,5.0
Seamus Power,165.4,150.2,156.6,157.8,-0.173,64.7,79.77,57.84,69.44,82.61,67.89,71.95,71.43,54.9,56.0,68.0,83.78,83.33,91.84,51.35,56.82,84.62,54.84,45.83,,351069,1.0,"$351,069","78' 8""",175.9,83.0,278.9,311.7,2.3680000000000003,117.79,"26' 1""",58.61,304.5,5.9,59.03,8.36,16.67,366.0,14.24,1.493,2323.4,7.22,9.91,0.03,"2' 5""","9' 9""","39' 0""","77' 9""",34.34,1.597,28.75,4.38,25.17,1.59,2.44,5.0,3.01,4.01,4.55,19.0,70.962,140.0,5.0,2.0,0.0,0.0,3.0
Dominic Bozzelli,165.4,167.3,157.4,161.2,-0.065,50.0,77.31,47.74,62.96,70.31,59.46,64.91,57.89,57.41,47.62,83.33,86.21,79.47,87.72,43.48,54.17,95.0,55.91,44.0,,272865,1.0,"$272,865","107' 6""",168.6,359.0,276.1,306.7,2.4330000000000003,113.49,"24' 2""",51.69,299.0,6.2,51.69,11.08,16.0,368.0,20.31,1.491,2653.7,7.86,9.42,0.03,"2' 2""","9' 9""","3' 10""","78' 1""",36.61,1.5730000000000002,28.31,4.19,23.61,1.2,2.97,2.0,3.03,4.05,4.77,14.0,72.277,151.0,2.0,,0.0,0.0,4.0
Jim Herman,166.4,174.7,160.1,164.2,-0.026,56.5,73.97,48.26,64.17,77.06,60.85,67.52,69.95,50.57,39.71,76.36,80.92,79.31,83.51,41.96,51.94,87.1,48.8,44.44,150000.0,1390275,1.0,"$1,390,275","84' 0""",167.67,251.0,267.7,301.2,2.369,112.98,"26' 0""",69.28,285.6,6.3,69.23,9.22,10.03,362.0,12.5,1.486,2475.0,6.27,10.77,,"2' 4""","9' 7""","41' 11""","69' 10""",26.34,1.661,29.9,3.2,18.15,0.88,3.32,4.0,3.19,4.09,4.69,15.0,72.02199999999998,192.0,4.0,,2.0,0.0,5.0
Vincent Whaley,167.2,146.6,153.3,154.8,-0.069,42.9,79.35,52.94,66.67,75.32,60.1,67.02,62.07,45.45,43.55,77.14,86.24,81.72,90.54,29.41,57.89,80.77,55.56,29.41,,207571,1.0,"$207,571","95' 6""",175.2,198.0,282.8,310.4,2.411,117.3,"22' 4""",58.38,300.9,7.3,57.66,8.36,13.77,366.0,17.66,1.495,2757.4,7.37,9.84,,"2' 5""","11' 5""","11' 7""","80' 0""",32.68,1.6130000000000002,29.03,3.87,22.08,1.28,2.71,4.0,3.06,4.04,4.63,14.0,71.47800000000002,147.0,4.0,,1.0,0.0,3.0
Brooks Koepka,167.3,162.5,161.0,162.7,-0.096,59.5,79.07,54.05,66.81,75.9,63.58,66.39,64.44,64.17,42.47,80.49,85.71,82.06,87.88,43.84,51.46,88.89,45.33,42.0,101000.0,1123227,2.0,"$1,123,227","117' 1""",178.91,216.0,296.5,332.4,2.47,120.03,"24' 4""",53.75,307.0,8.0,52.94,10.25,14.99,379.0,18.6,1.491,2601.6,6.93,10.23,,"2' 5""","9' 5""","11' 1""","72' 11""",31.39,1.621,29.18,3.9,22.22,1.21,2.78,4.0,3.06,4.05,4.65,18.0,70.546,156.0,4.0,,1.0,8.0,4.0
Fabián Gómez,168.1,168.2,159.8,162.7,-0.096,51.5,76.88,53.23,66.67,71.43,61.43,73.24,54.17,62.18,42.86,71.74,86.07,80.1,94.74,58.23,60.91,89.29,60.66,50.0,70000.0,564722,2.0,"$564,722","93' 6""",163.39,196.0,268.2,291.3,2.476,108.36,"23' 6""",65.8,289.2,6.1,65.56,10.8,8.7,348.0,16.48,1.509,2444.4,6.87,10.35,,"2' 2""","10' 7""","15' 0""","74' 10""",28.96,1.607,28.93,3.55,20.81,1.39,2.36,11.0,3.06,3.98,4.71,20.0,71.252,195.0,11.0,,7.0,4.0,3.0
Brian Stuard,168.2,169.8,162.5,164.7,-0.096,50.0,73.71,45.45,65.09,80.56,61.48,69.66,65.12,52.97,42.44,82.35,85.88,83.49,88.07,50.0,62.28,84.78,66.08,53.06,105000.0,1002095,2.0,"$1,002,095","90' 4""",158.6,244.0,258.4,302.9,2.455,105.24,"23' 7""",71.84,281.5,5.8,70.28,11.32,11.17,349.0,11.17,1.509,2402.3,7.37,10.04,,"2' 1""","9' 8""","2' 8""","71' 5""",29.99,1.578,28.41,3.68,20.71,1.4,2.47,4.0,3.01,4.01,4.67,35.0,70.885,298.0,4.0,,3.0,1.0,4.0
Nick Watney,168.3,160.1,164.0,164.4,-0.105,56.5,82.11,56.2,70.2,76.32,67.64,81.31,70.27,55.88,51.25,85.71,89.83,84.54,92.11,45.31,55.51,92.31,57.75,44.19,70000.0,534797,1.0,"$534,797","95' 5""",177.53,136.0,288.3,320.6,2.442,118.05,"26' 1""",55.45,302.3,4.6,55.24,7.89,16.13,353.0,18.75,1.504,2736.6,6.77,10.39,0.02,"2' 2""","10' 0""","13' 6""","75' 1""",30.99,1.63,29.34,4.0,22.73,1.45,2.32,4.0,3.03,4.03,4.6,18.0,70.902,176.0,4.0,,5.0,2.0,3.0
Stewart Cink,168.5,163.2,158.5,161.2,-0.07400000000000001,56.9,78.86,55.95,67.97,79.21,64.5,76.3,60.22,57.48,50.5,86.67,85.43,82.94,84.62,47.17,55.78,88.0,51.16,50.0,70000.0,490620,1.0,"$490,620","95' 8""",171.67,247.0,279.1,312.1,2.41,115.81,"22' 7""",56.38,295.7,8.2,56.75,8.62,12.86,369.0,17.2,1.483,2703.5,6.76,10.73,,"2' 1""","9' 4""","13' 6""","69' 8""",29.01,1.626,29.27,3.59,20.15,1.28,2.41,2.0,3.04,4.04,4.72,19.0,71.189,183.0,2.0,,2.0,5.0,3.0
Chase Seiffert,168.6,161.3,158.5,161.1,-0.084,65.5,74.79,57.6,68.11,74.16,63.88,70.71,69.78,58.56,40.26,81.63,83.2,79.44,84.21,45.0,57.74,87.5,57.35,44.26,70000.0,539756,1.0,"$539,756","91' 9""",166.54,191.0,272.9,305.0,2.454,111.21,"23' 11""",62.52,291.3,5.8,62.48,9.65,12.97,371.0,16.17,1.501,2552.6,6.94,10.35,,"2' 5""","9' 9""","20' 7""","77' 1""",29.85,1.626,29.26,3.65,21.09,1.32,2.65,8.0,3.0,4.04,4.62,26.0,71.175,197.0,8.0,,0.0,0.0,3.0
Graeme McDowell,169.1,168.1,166.3,167.2,-0.044,45.0,75.6,46.88,63.31,79.71,57.43,66.33,61.9,48.84,38.24,79.31,85.84,83.52,88.1,36.49,54.26,92.86,51.82,42.31,101000.0,751082,1.0,"$865,582","86' 5""",163.57,352.0,268.2,325.1,2.4290000000000003,110.39,"26' 2""",62.02,283.9,3.9,62.43,9.07,15.41,369.0,15.61,1.486,2597.0,6.94,10.25,,"2' 5""","10' 1""","37' 3""","74' 4""",28.52,1.615,29.06,3.42,19.33,1.02,2.9,3.0,3.06,4.11,4.7,14.0,71.866,164.0,3.0,,2.0,2.0,5.0
Nick Taylor,169.2,157.4,162.3,162.9,-0.08,39.2,80.94,45.08,66.95,75.78,60.87,64.29,64.97,55.24,39.47,81.13,86.71,81.82,89.52,46.34,56.98,96.55,56.52,44.78,163000.0,1897539,2.0,"$1,897,539","108' 5""",165.42,138.0,279.6,308.0,2.5380000000000003,110.18,"25' 0""",64.24,296.6,7.3,62.41,12.03,14.78,357.0,13.34,1.503,2560.5,6.98,10.41,,"2' 4""","9' 8""","10' 10""","72' 11""",29.66,1.615,29.07,3.56,20.72,1.3,2.59,10.0,3.07,4.02,4.6,22.0,70.607,210.0,10.0,,0.0,0.0,4.0
Tyrrell Hatton,169.2,168.4,166.9,167.7,-0.16899999999999998,45.7,78.79,57.33,69.31,73.02,63.88,67.8,67.8,63.64,47.83,61.76,83.05,79.56,91.67,43.18,58.62,100.0,64.29,44.12,1300000.0,3434867,6.0,"$3,434,867","107' 11""",171.03,62.0,284.4,329.5,2.48,114.68,"20' 9""",61.73,301.6,7.4,60.38,11.53,12.92,373.0,16.31,1.491,2439.1,7.14,10.26,,"2' 1""","9' 7""","4' 9""","76' 1""",34.42,1.585,28.52,4.55,25.53,1.86,2.31,2.0,2.96,3.96,4.53,24.0,69.507,191.0,2.0,3.0,0.0,2.0,4.0
Brendan Steele,169.3,157.7,162.4,163.2,-0.118,46.6,81.38,50.7,68.14,75.38,64.36,65.38,68.18,60.65,48.76,74.6,84.49,80.76,89.52,49.46,58.31,91.3,56.85,52.0,164000.0,1739131,3.0,"$1,739,131","107' 3""",173.28,100.0,288.8,333.8,2.466,117.11,"23' 7""",59.93,303.6,7.5,59.33,10.14,13.51,367.0,17.25,1.477,2551.9,7.11,10.09,,"2' 3""","9' 10""","13' 4""","75' 2""",31.38,1.618,29.13,3.86,21.88,1.42,2.48,5.0,3.04,3.98,4.69,30.0,70.30199999999999,247.0,5.0,7.0,3.0,2.0,6.0
David Hearn,169.5,169.8,160.5,163.5,-0.057,53.3,76.64,54.67,66.88,78.22,64.25,67.83,68.5,62.1,39.29,78.13,84.78,81.35,88.33,45.59,64.14,91.18,66.06,40.74,,287527,1.0,"$287,527","97' 10""",157.98,212.0,262.3,286.8,2.491,105.26,"24' 9""",68.44,281.8,3.0,67.66,12.51,12.3,333.0,13.89,1.5,2322.2,7.18,10.22,,"2' 5""","11' 7""",,"76' 2""",28.38,1.612,29.02,3.51,19.61,1.35,2.39,1.0,3.07,4.0,4.69,19.0,71.266,179.0,1.0,,3.0,2.0,3.0
Russell Henley,169.9,173.7,165.1,167.1,-0.122,60.5,80.66,56.44,71.69,85.59,69.92,79.67,69.2,71.5,45.45,88.89,85.8,85.71,84.26,55.7,65.42,91.67,63.48,62.07,155000.0,1195378,4.0,"$1,195,378","93' 9""",165.44,87.0,271.4,307.1,2.47,109.87,"22' 8""",65.65,290.1,5.3,65.43,10.12,12.22,359.0,13.7,1.506,2576.4,6.6,10.7,0.02,"2' 3""","10' 0""","1' 8""","71' 7""",26.95,1.631,29.35,3.6,20.46,1.71,1.79,5.0,3.0,3.98,4.66,34.0,70.157,227.0,5.0,5.0,0.0,0.0,3.0
Adam Long,170.1,165.9,162.1,164.4,-0.113,42.6,79.32,52.6,67.74,69.44,63.9,77.48,65.56,58.85,44.79,82.05,85.19,79.33,86.67,45.21,60.67,97.67,59.48,43.33,200000.0,2186913,3.0,"$2,186,913","120' 5""",166.02,197.0,279.6,316.9,2.53,110.52,"24' 10""",62.47,292.0,6.2,60.44,13.9,13.32,370.0,15.84,1.5019999999999998,2478.2,7.22,10.07,0.02,"2' 5""","9' 8""","23' 4""","76' 3""",30.87,1.602,28.84,3.78,21.78,1.44,2.48,12.0,3.06,3.99,4.62,39.0,70.41,333.0,12.0,5.0,2.0,1.0,5.0
Joel Dahmen,170.3,161.6,162.0,163.7,-0.095,40.0,74.12,47.44,63.85,75.54,60.29,69.73,55.92,56.63,45.83,72.46,82.71,79.89,87.59,50.71,60.51,90.38,59.75,50.54,177000.0,2120973,5.0,"$2,120,973","95' 7""",167.57,216.0,274.7,328.9,2.458,111.79,"22' 10""",64.58,295.4,4.6,64.81,10.69,12.98,376.0,14.92,1.504,2612.2,7.44,9.82,,"2' 1""","9' 5""","22' 1""","72' 0""",30.91,1.577,28.38,3.68,21.17,1.31,2.63,10.0,3.01,3.98,4.8,37.0,70.415,291.0,10.0,,1.0,1.0,5.0
Beau Hossler,170.6,157.8,161.2,162.4,-0.09,60.7,76.24,55.09,65.17,73.95,59.77,64.53,58.38,53.21,46.02,81.48,84.36,80.2,85.6,51.82,57.62,92.68,56.58,52.44,101000.0,658088,1.0,"$658,088","113' 5""",172.23,259.0,290.3,327.8,2.526,114.93,"25' 0""",53.9,306.6,8.2,54.49,11.5,14.43,370.0,17.53,1.4980000000000002,2285.7,7.19,10.4,0.03,"2' 4""","10' 7""","10' 0""","78' 3""",30.01,1.597,28.75,3.57,20.32,1.27,2.54,6.0,3.04,4.05,4.66,21.0,71.387,239.0,6.0,,2.0,4.0,4.0
Doc Redman,170.7,164.1,162.0,164.3,-0.126,59.3,79.57,55.49,70.8,78.75,67.89,71.37,74.05,63.68,47.17,87.14,91.04,85.75,92.96,55.0,57.54,92.11,54.61,56.32,110000.0,1129549,1.0,"$1,129,549","101' 10""",170.08,21.0,280.5,325.1,2.445,114.74,"23' 7""",68.27,297.4,5.5,68.16,9.4,11.73,359.0,11.84,1.483,2611.2,6.78,10.6,0.02,"2' 2""","9' 9""","16' 0""","75' 10""",30.58,1.633,29.39,3.94,22.36,1.56,2.34,7.0,3.05,3.97,4.66,38.0,70.477,323.0,7.0,,0.0,0.0,5.0
Brendon Todd,170.8,166.2,164.7,166.2,-0.101,44.2,75.06,49.13,65.5,79.43,60.46,68.4,67.13,49.37,43.86,80.72,83.64,81.99,85.4,61.6,66.1,89.8,65.66,63.46,497500.0,3390258,4.0,"$3,538,008","91' 6""",158.96,229.0,260.6,302.5,2.4290000000000003,107.29,"27' 1""",71.36,282.7,4.1,71.84,11.59,11.04,359.0,11.61,1.482,2330.6,7.87,9.42,,"2' 4""","11' 4""","31' 2""","81' 10""",31.59,1.5590000000000002,28.07,3.91,22.03,1.57,2.35,5.0,2.98,3.98,4.66,41.0,70.15100000000001,336.0,5.0,3.0,1.0,1.0,7.0
Josh Teater,170.9,160.2,154.2,158.8,-0.075,60.0,79.54,56.04,71.54,83.93,65.87,72.0,63.3,60.81,52.46,88.0,89.22,87.34,90.38,35.29,53.33,87.5,47.62,33.33,70000.0,453508,1.0,"$453,508","112' 0""",168.05,41.0,280.8,322.7,2.513,111.78,"23' 1""",68.24,294.0,4.0,67.2,11.34,12.27,365.0,12.8,1.508,2634.2,6.71,10.39,0.02,"2' 5""","9' 10""","15' 6""","72' 3""",31.05,1.65,29.71,3.93,22.9,1.41,2.54,8.0,3.09,4.01,4.57,16.0,71.335,161.0,8.0,,0.0,4.0,2.0
Pat Perez,171.2,161.1,164.3,165.3,-0.092,55.2,80.0,59.3,70.51,86.9,68.81,80.0,67.44,64.18,47.78,70.59,84.43,85.44,89.77,57.83,59.25,88.24,61.7,58.49,105000.0,1010905,2.0,"$1,010,905","118' 5""",169.15,139.0,281.8,776.5,2.423,116.3,"25' 6""",62.75,290.3,5.2,62.88,11.76,14.23,345.0,14.59,1.453,2841.1,6.8,10.55,,"2' 2""","10' 11""","17' 9""","76' 0""",28.84,1.6369999999999998,29.47,3.62,20.91,1.5,2.24,8.0,3.01,4.01,4.64,26.0,70.85300000000002,199.0,8.0,,1.0,1.0,5.0
Kevin Kisner,171.3,166.5,164.4,166.1,-0.123,59.5,73.87,52.68,65.37,76.61,62.32,72.94,64.57,55.88,42.28,78.72,80.72,78.97,81.51,50.89,63.96,90.48,63.27,50.65,466000.0,2266752,4.0,"$2,495,502","94' 5""",165.94,233.0,273.4,327.4,2.442,111.96,"25' 10""",65.23,289.2,5.3,65.36,10.11,16.5,376.0,10.91,1.485,2677.1,7.63,9.75,0.01,"2' 3""","10' 10""","30' 9""","80' 0""",31.27,1.575,28.34,3.79,21.39,1.49,2.37,4.0,3.03,3.98,4.67,37.0,70.36,277.0,4.0,6.0,0.0,0.0,4.0
Ryan Moore,171.4,164.6,167.9,168.2,-0.129,55.6,77.62,54.17,68.56,82.09,65.94,76.67,67.94,54.7,47.14,72.22,86.87,84.94,90.12,47.95,59.04,89.47,65.08,45.0,101000.0,957540,2.0,"$957,540","78' 8""",162.35,114.0,259.6,290.0,2.383,108.93,"21' 9""",68.63,289.9,7.6,65.97,9.22,13.03,367.0,10.92,1.491,2398.6,7.27,10.09,,"2' 1""","9' 1""","14' 10""","70' 8""",30.44,1.601,28.82,3.89,21.84,1.47,2.45,2.0,3.05,3.97,4.74,20.0,70.707,171.0,2.0,,0.0,0.0,4.0
Henrik Norlander,171.5,165.1,165.0,166.4,-0.067,70.0,81.25,53.97,70.65,75.73,67.52,79.79,72.29,55.62,50.4,86.54,87.01,82.86,87.2,43.97,56.78,90.0,57.32,47.56,110000.0,1175431,3.0,"$1,175,431","90' 9""",167.94,54.0,275.1,303.4,2.435,112.99,"23' 10""",69.57,292.1,5.1,69.01,8.86,12.37,362.0,11.48,1.487,2446.9,6.77,10.57,,"2' 2""","9' 9""","13' 0""","72' 2""",30.35,1.636,29.45,3.84,21.92,1.45,2.5,8.0,3.09,3.98,4.61,36.0,70.798,284.0,8.0,,0.0,0.0,4.0
Nate Lashley,171.6,164.8,162.2,164.5,-0.081,47.1,76.38,47.29,64.85,75.0,60.58,67.16,63.91,50.34,49.11,88.68,87.92,82.99,87.5,46.99,57.75,97.37,52.87,44.07,105000.0,1035222,2.0,"$1,035,222","96' 2""",164.36,317.0,271.4,302.7,2.478,109.53,"27' 11""",62.05,287.0,5.4,61.23,11.54,16.14,384.0,13.45,1.505,2264.9,7.08,10.19,,"2' 4""","10' 2""","13' 9""","73' 2""",28.36,1.609,28.96,3.38,19.55,1.14,2.92,7.0,3.1,4.04,4.6,20.0,71.384,176.0,7.0,,1.0,3.0,5.0
Scottie Scheffler,171.6,166.2,160.4,164.0,-0.134,53.4,80.09,54.83,69.04,72.73,64.85,75.34,65.81,59.44,47.62,82.22,84.04,79.87,84.9,48.99,60.61,90.7,57.49,47.86,2500000.0,2833438,7.0,"$2,833,438","107' 10""",173.63,50.0,285.8,335.0,2.452,116.54,"23' 3""",61.24,308.9,7.5,60.99,10.96,14.89,407.0,14.48,1.49,2624.7,7.33,9.88,0.01,"2' 3""","10' 1""","13' 2""","77' 5""",34.28,1.595,28.71,4.35,24.93,1.71,2.37,11.0,3.04,3.95,4.55,43.0,69.709,357.0,11.0,6.0,0.0,3.0,6.0
Brian Harman,172.1,160.5,162.2,164.2,-0.145,48.2,76.85,49.13,65.67,71.43,61.83,72.73,58.08,58.59,47.24,79.1,85.84,79.17,88.82,60.98,64.94,94.74,59.33,65.56,179000.0,1482583,1.0,"$1,567,583","98' 2""",163.95,222.0,271.8,319.2,2.475,109.81,"23' 6""",63.28,293.0,5.6,63.71,11.89,13.21,361.0,13.61,1.494,2424.9,7.73,9.65,,"2' 2""","8' 9""","11' 11""","70' 7""",32.75,1.558,28.04,3.97,22.65,1.66,2.15,8.0,3.03,3.97,4.59,42.0,70.041,310.0,8.0,5.0,0.0,0.0,5.0
Joaquin Niemann,172.2,159.8,159.0,162.0,-0.113,39.6,81.53,56.8,69.3,84.05,66.74,73.91,66.8,57.42,47.3,74.63,80.52,81.98,82.93,51.35,57.86,84.62,51.18,54.29,420000.0,2914136,4.0,"$2,914,136","86' 0""",176.78,154.0,279.9,334.8,2.367,118.27,"23' 7""",56.48,301.7,5.3,57.79,8.24,16.23,406.0,16.78,1.495,2356.3,6.93,10.26,,"2' 3""","8' 10""","29' 11""","70' 6""",31.15,1.635,29.43,3.92,22.22,1.41,2.58,6.0,3.06,3.98,4.64,35.0,70.36399999999999,298.0,6.0,2.0,0.0,2.0,5.0
Ryan Armour,172.3,166.5,164.9,166.7,-0.098,30.4,75.63,44.81,67.91,83.33,63.74,74.45,64.44,51.43,49.17,87.5,89.23,86.73,90.24,39.02,56.42,83.33,54.55,38.71,101000.0,850571,3.0,"$850,571","79' 3""",159.93,154.0,256.6,288.9,2.418,106.1,"25' 3""",73.86,284.1,3.7,73.77,9.82,10.17,379.0,10.17,1.511,2463.6,6.72,10.41,0.02,"1' 11""","10' 1""","12' 10""","69' 9""",30.83,1.626,29.28,3.91,22.22,1.33,2.84,5.0,2.97,4.03,4.65,23.0,71.092,227.0,5.0,,0.0,1.0,5.0
Ian Poulter,172.6,167.1,165.3,167.2,-0.117,53.8,73.12,50.37,62.62,85.9,58.53,61.34,64.38,50.0,37.62,86.96,87.91,86.98,88.24,54.0,62.23,86.67,59.55,55.56,105000.0,1034334,1.0,"$1,148,834","84' 5""",165.36,370.0,261.8,294.4,2.383,109.87,"22' 11""",59.58,286.8,7.4,58.63,9.4,12.9,343.0,16.51,1.506,2488.0,8.17,9.23,,"2' 5""","10' 7""","9' 0""","82' 11""",33.4,1.5490000000000002,27.88,3.71,21.53,1.35,2.65,8.0,3.02,4.02,4.59,24.0,70.14,178.0,8.0,3.0,11.0,4.0,3.0
Patrick Rodgers,172.7,156.9,160.7,162.7,-0.111,52.9,79.53,54.09,66.97,75.16,62.77,64.38,63.18,59.9,49.3,70.21,81.96,79.71,86.7,49.15,58.23,97.87,57.34,47.44,105000.0,1015849,1.0,"$1,015,849","100' 3""",177.97,199.0,290.0,327.3,2.422,119.75,"24' 10""",52.95,308.5,6.6,53.72,9.04,18.07,370.0,17.68,1.486,2539.4,7.04,10.45,0.02,"2' 4""","10' 0""","4' 3""","76' 8""",30.99,1.607,28.92,3.77,21.37,1.43,2.38,7.0,3.05,4.01,4.61,36.0,70.869,343.0,7.0,5.0,0.0,3.0,4.0
Rob Oppenheim,172.7,165.1,159.9,163.2,-0.061,40.5,76.16,49.05,65.21,66.29,60.95,72.73,61.31,61.81,42.52,77.78,83.46,76.58,86.36,52.69,62.04,91.89,61.7,60.27,70000.0,454470,1.0,"$454,470","78' 2""",163.86,302.0,260.4,295.0,2.359,110.42,"25' 0""",62.95,284.2,5.9,62.94,8.91,13.58,366.0,15.97,1.485,2490.8,6.8,10.03,0.03,"2' 5""","10' 6""","46' 2""","71' 8""",27.14,1.604,28.87,3.44,19.95,1.22,2.61,9.0,3.06,4.04,4.65,25.0,71.3,210.0,9.0,2.0,0.0,0.0,4.0
